uid,iid
81,883
81,435
81,245
81,482
81,27
81,92
81,1702
81,925
81,39
81,839
81,647
81,145
81,357
81,374
81,263
82,919
82,925
82,286
82,877
82,954
82,43
82,510
82,422
83,608
83,92
84,510
85,1981
85,27
85,925
85,2156
86,2198
86,92
86,145
86,2202
86,263
86,493
87,0
87,87
87,538
87,92
87,484
87,739
87,1567
88,0
88,1270
89,2030
89,2206
89,299
89,1353
89,1194
89,245
89,125
89,27
89,92
89,322
89,919
89,353
89,1656
89,772
89,869
89,39
89,141
89,286
89,2129
89,480
89,882
89,374
89,894
89,191
89,263
89,1990
89,1301
89,1151
89,912
90,92
90,484
90,145
91,33
91,128
91,589
91,2221
91,2140
91,1340
91,672
91,435
91,125
91,1857
91,1078
91,722
91,482
91,27
91,92
91,1702
91,919
91,2226
91,1902
91,1571
91,772
91,925
91,1289
91,931
91,286
91,877
91,1160
91,1043
91,1820
91,647
91,2006
91,357
91,2176
91,510
91,374
91,380
91,2156
91,263
91,905
91,1845
91,422
91,2163
92,33
92,2240
92,299
92,157
92,1194
92,125
92,984
92,1078
92,1809
92,1702
92,772
92,925
92,583
92,1289
92,286
92,602
92,954
92,1637
92,1050
92,839
92,647
92,145
92,660
92,662
92,43
92,510
92,2155
92,263
92,1270
92,493
92,422
93,0
93,128
93,538
93,55
93,435
93,92
93,2129
93,839
93,510
93,380
93,980
93,263
93,523
94,0
94,123
94,128
94,435
94,245
94,92
94,39
94,912
94,1567
95,2249
95,128
95,1526
95,55
95,245
95,680
95,1382
95,274
95,722
95,732
95,484
95,2003
95,1819
95,1252
95,2074
96,128
97,33
97,0
97,435
97,92
97,646
97,374
97,2163
98,128
98,1078
98,92
98,772
98,583
98,145
98,191
98,739
99,639
99,157
99,125
99,772
99,583
99,286
99,1043
99,647
99,145
99,510
99,263
99,709
99,2265
100,0
100,278
100,608
100,223
100,1542
100,1487
100,680
100,1670
100,484
100,286
100,839
100,498
100,357
100,935
100,43
100,510
100,894
100,263
100,1394
100,1151
100,493
101,157
101,125
101,987
101,1078
101,92
101,1702
101,772
101,286
101,602
101,647
101,145
101,510
101,905
102,0
102,925
102,869
102,647
102,894
103,639
103,984
103,43
103,1301
103,493
104,1487
104,722
104,380
104,263
104,422
105,0
105,128
105,1521
105,299
105,608
105,87
105,1487
105,245
105,1545
105,722
105,27
105,484
105,1605
105,660
105,694
105,1151
105,739
105,1567
106,128
106,610
107,0
107,608
107,639
107,1487
107,583
108,245
108,987
108,322
108,43
108,709
108,905
109,123
109,128
109,1353
109,245
109,482
109,922
109,498
109,145
109,43
109,374
109,380
109,263
109,523
110,33
110,29
110,87
110,245
110,935
110,2176
110,739
111,2221
111,987
111,602
111,510
111,374
111,905
112,33
112,722
112,1043
112,646
112,498
112,935
112,2156
113,987
113,322
113,905
114,1539
114,742
114,939
114,1656
114,925
114,647
114,498
114,510
114,422
115,33
115,128
115,1518
115,29
115,1239
115,608
115,2140
115,639
115,157
115,1539
115,1693
115,125
115,984
115,1983
115,1078
115,722
115,1088
115,92
115,1809
115,1702
115,919
115,1467
115,925
115,39
115,583
115,931
115,602
115,2316
115,961
115,480
115,1529
115,1050
115,839
115,647
115,2006
115,660
115,662
115,510
115,374
115,829
115,2324
115,191
115,2326
115,263
115,2332
115,1151
115,739
115,1771
115,912
115,422
115,1567
115,1846
116,123
116,1239
116,639
116,1353
116,435
116,125
116,27
116,92
116,1683
116,1467
116,583
116,286
116,602
116,839
116,145
116,660
116,662
116,380
116,263
116,1270
116,709
116,739
117,33
117,1670
117,453
117,925
117,2102
117,931
117,286
117,877
117,935
117,510
117,2163
118,0
118,128
118,608
118,484
118,353
118,1151
119,1239
119,639
119,1983
119,583
119,660
119,662
119,739
119,768
120,1194
120,772
120,660
120,43
120,263
121,1017
121,564
121,1230
121,0
121,123
121,128
121,589
121,883
121,87
121,2349
121,1539
121,672
121,1693
121,435
121,245
121,125
121,1670
121,453
121,984
121,1680
121,732
121,1088
121,27
121,92
121,484
121,322
121,918
121,939
121,1467
121,1571
121,922
121,1311
121,1851
121,869
121,39
121,2058
121,583
121,1289
121,789
121,601
121,2316
121,1637
121,1819
121,1252
121,646
121,1931
121,2364
121,145
121,2365
121,510
121,2074
121,263
121,2368
121,709
121,2265
121,1151
121,1771
121,912
121,493
121,1567
121,767
121,768
121,1003
121,1964
123,639
123,987
123,660
123,43
123,493
123,1668
124,1968
124,43
125,2381
125,564
125,123
125,128
125,29
125,2221
125,883
125,639
125,245
125,125
125,987
125,482
125,92
125,484
125,918
125,1810
125,772
125,286
125,954
125,480
125,1252
125,43
125,374
125,2387
125,263
125,1151
125,1630
126,1353
127,2394
127,123
127,1239
127,639
127,245
127,125
127,1670
127,274
127,27
127,322
127,918
127,583
127,1289
127,141
127,145
127,660
127,380
127,2400
127,1558
127,905
127,1401
127,739
127,493
128,610
128,639
128,245
128,92
128,1683
128,1467
128,583
128,839
128,145
128,660
128,263
128,1270
128,905
128,493
128,1846
129,1432
129,1017
129,33
129,0
129,128
129,2407
129,29
129,2408
129,608
129,2039
129,1452
129,157
129,2409
129,55
129,245
129,274
129,280
129,722
129,1148
129,482
129,27
129,484
129,353
129,1311
129,141
129,954
129,1820
129,43
129,374
129,237
129,523
129,1151
129,546
130,33
130,1670
130,726
130,249
130,2129
130,1043
130,145
130,380
130,422
130,767
131,564
131,128
131,883
131,672
131,435
131,245
131,726
131,27
131,918
131,1571
131,922
131,1851
131,869
131,39
131,877
131,498
131,374
131,380
131,894
131,2387
131,709
131,422
132,33
132,2428
132,299
132,883
132,157
132,1194
132,987
132,92
132,1702
132,772
132,925
132,286
132,2129
132,839
132,2364
132,145
132,357
132,374
132,263
133,919
133,925
133,869
133,286
133,498
133,357
133,43
134,564
134,33
134,0
134,123
134,1239
134,608
134,883
134,2039
134,672
134,223
134,245
134,125
134,732
134,92
134,583
134,789
134,141
134,602
134,1043
134,839
134,510
134,374
134,380
134,237
134,811
134,1298
134,1151
134,739
134,912
134,422
134,1567
134,767
134,768
135,564
135,123
135,1353
135,1539
135,245
135,1670
135,92
135,1702
135,919
135,772
135,925
135,39
135,1289
135,141
135,602
135,480
135,647
135,43
135,374
135,380
135,237
135,191
135,263
135,905
135,912
135,1846
136,128
136,672
136,245
136,987
136,918
136,43
137,33
137,0
137,128
137,1239
137,608
137,1340
137,639
137,245
137,1072
137,92
137,1564
137,353
137,2444
137,583
137,141
137,286
137,602
137,480
137,660
137,662
137,2176
137,811
137,1270
137,709
137,739
137,493
138,1230
138,2249
139,27
139,1931
139,2449
139,1668
140,128
140,435
140,245
140,484
140,935
140,523
140,912
140,422
141,435
141,27
141,92
141,839
141,498
141,263
142,33
142,128
142,498
143,223
143,869
143,498
143,43
143,510
144,1017
144,33
144,1230
144,0
144,278
144,1521
144,2408
144,610
144,87
144,639
144,1542
144,435
144,1487
144,245
144,1545
144,1670
144,453
144,2049
144,722
144,732
144,27
144,484
144,1564
144,583
144,141
144,839
144,1252
144,935
144,43
144,380
144,237
144,1552
144,1270
144,1394
144,1301
144,739
144,2085
144,422
144,1567
144,2457
145,123
145,157
145,435
145,245
145,125
145,987
145,1078
145,92
145,505
145,925
145,39
145,602
145,839
145,145
145,889
145,43
145,374
145,263
145,493
146,564
146,123
146,128
146,589
146,299
146,610
146,883
146,87
146,639
146,157
146,1194
146,672
146,435
146,1487
146,680
146,125
146,984
146,1078
146,722
146,726
146,732
146,27
146,92
146,939
146,1702
146,1564
146,919
146,1467
146,505
146,922
146,772
146,2467
146,925
146,39
146,583
146,789
146,931
146,602
146,2475
146,1043
146,480
146,882
146,1637
146,1819
146,1050
146,839
146,1931
146,647
146,1348
146,660
146,662
146,374
146,2155
146,191
146,1946
146,1837
146,263
146,1270
146,1394
146,1301
146,739
146,1089
146,422
146,1567
146,1003
147,564
147,128
147,1521
147,29
147,2221
147,608
147,883
147,87
147,639
147,2483
147,157
147,1353
147,1194
147,1539
147,55
147,435
147,245
147,1072
147,125
147,274
147,987
147,280
147,27
147,742
147,92
147,484
147,322
147,918
147,505
147,1571
147,772
147,39
147,583
147,141
147,286
147,602
147,954
147,1820
147,839
147,1605
147,1252
147,498
147,145
147,357
147,660
147,889
147,43
147,1642
147,374
147,380
147,237
147,980
147,263
147,1549
147,2498
147,523
147,1270
147,1558
147,1151
147,739
147,1089
147,493
147,422
147,1003
147,1630
147,2457
148,0
148,787
148,123
148,128
148,1521
148,610
148,435
148,245
148,1382
148,280
148,722
148,484
148,353
148,925
148,39
148,141
148,286
148,498
148,357
148,2072
148,380
148,811
148,980
148,1549
148,1151
148,422
148,1567
149,564
149,0
149,787
149,128
149,1239
149,608
149,610
149,639
149,1353
149,672
149,55
149,435
149,245
149,125
149,726
149,1088
149,27
149,92
149,877
149,954
149,2316
149,145
149,1348
149,357
149,660
149,662
149,43
149,374
149,380
149,237
149,811
149,263
149,2514
149,1270
149,709
149,1394
149,1301
149,1955
149,739
149,493
149,422
149,767
150,787
150,27
150,839
151,1049
152,1539
152,869
152,647
153,564
153,0
153,128
153,2428
153,672
153,1670
153,92
153,789
153,419
153,145
153,380
154,33
154,435
154,245
154,722
154,27
154,1571
154,1819
154,1252
154,145
154,380
154,237
154,263
154,905
154,1301
154,1668
155,33
155,123
155,1239
155,608
155,1340
155,639
155,157
155,672
155,435
155,245
155,125
155,1670
155,984
155,274
155,726
155,27
155,92
155,1809
155,353
155,772
155,1311
155,39
155,583
155,141
155,602
155,2475
155,1819
155,145
155,660
155,662
155,2530
155,2365
155,510
155,1298
155,263
155,1549
155,523
155,739
155,422
155,767
155,768
156,680
156,484
156,2536
157,278
157,877
158,610
158,2514
159,1017
159,1230
159,2029
159,128
159,278
159,2408
159,608
159,2540
159,538
159,1539
159,55
159,435
159,245
159,280
159,722
159,726
159,484
159,322
159,918
159,1810
159,353
159,1311
159,583
159,43
159,374
159,380
159,2074
159,811
159,523
159,1151
159,739
159,912
159,1567
160,33
160,157
160,125
160,1767
160,27
160,92
160,919
160,839
160,145
160,43
160,510
160,263
160,709
161,564
161,128
161,1870
161,1452
161,157
161,1353
161,1194
161,1539
161,55
161,435
161,245
161,125
161,984
161,987
161,2555
161,1148
161,27
161,92
161,939
161,1702
161,1656
161,2557
161,772
161,925
161,249
161,869
161,39
161,1289
161,141
161,286
161,877
161,2129
161,602
161,480
161,1050
161,839
161,647
161,2364
161,145
161,1348
161,357
161,935
161,510
161,380
161,894
161,2155
161,2202
161,1789
161,811
161,263
161,523
161,1394
161,905
161,2265
161,912
161,493
162,680
162,722
162,1549
162,422
163,1239
163,639
163,1981
163,984
163,1088
163,1809
163,660
163,662
163,1151
163,739
164,564
164,1230
164,0
164,787
164,128
164,589
164,29
164,608
164,1876
164,672
164,223
164,274
164,2582
164,1088
164,27
164,484
164,2583
164,1571
164,39
164,583
164,789
164,286
164,601
164,602
164,954
164,43
164,510
164,380
164,237
164,1298
164,263
164,1270
164,2587
164,1083
164,1151
164,422
164,768
165,27
165,1851
165,2364
165,1668
166,33
166,767
167,564
167,33
167,2030
167,2206
167,0
167,123
167,128
167,1521
167,299
167,608
167,883
167,87
167,1353
167,672
167,435
167,245
167,125
167,274
167,722
167,726
167,482
167,27
167,742
167,92
167,484
167,322
167,918
167,1571
167,772
167,39
167,583
167,1735
167,141
167,2129
167,602
167,2003
167,1043
167,480
167,1819
167,839
167,1605
167,1931
167,2006
167,145
167,1642
167,2365
167,374
167,894
167,811
167,1298
167,263
167,709
167,905
167,1151
167,739
167,912
167,493
167,422
167,1567
167,767
168,128
168,608
168,245
168,987
168,92
168,925
168,647
168,43
168,510
168,374
168,905
168,739
169,245
170,742
171,2381
171,1017
171,1230
171,2029
171,2249
171,123
171,128
171,2407
171,2603
171,1521
171,608
171,2606
171,2540
171,87
171,1526
171,639
171,1981
171,1542
171,1487
171,245
171,1072
171,1545
171,732
171,484
171,322
171,918
171,2617
171,1851
171,583
171,954
171,2623
171,1819
171,839
171,1605
171,1252
171,1931
171,647
171,660
171,2530
171,889
171,43
171,1642
171,2387
171,2449
171,2076
171,2514
171,1558
171,1955
171,1151
171,739
171,1771
171,493
171,2636
171,767
171,1003
171,1964
171,546
171,1630
171,2457
172,639
172,92
172,839
172,646
172,145
172,660
172,662
172,263
172,1270
172,709
173,1017
173,33
173,0
173,123
173,128
173,1518
173,610
173,87
173,672
173,435
173,245
173,1072
173,1670
173,1580
173,722
173,475
173,27
173,484
173,918
173,141
173,286
173,1043
173,480
173,498
173,935
173,374
173,511
173,237
173,811
173,1298
173,1955
173,739
173,493
173,422
173,767
174,589
174,672
174,1693
174,245
174,726
174,601
174,1270
174,422
175,123
175,639
175,27
175,739
176,33
176,0
176,87
176,639
176,672
176,1693
176,245
176,722
176,601
176,1043
176,2006
176,1394
176,1771
176,422
177,128
177,639
177,672
177,1693
177,984
177,602
177,961
177,1050
177,660
177,662
177,510
177,374
177,1946
177,1394
177,739
178,0
178,128
178,2540
178,245
178,1072
178,2058
179,1017
179,787
179,123
179,128
179,589
179,1521
179,1340
179,157
179,1194
179,1539
179,672
179,1693
179,245
179,125
179,1670
179,726
179,27
179,92
179,322
179,772
179,2646
179,925
179,39
179,601
179,2475
179,145
179,660
179,662
179,43
179,510
179,374
179,191
179,263
179,523
179,1270
179,1558
179,905
179,739
179,493
179,422
179,767
179,768
180,128
180,1353
180,482
180,27
180,92
180,811
181,33
181,2029
181,608
181,87
181,435
181,1382
181,2649
181,39
181,1931
181,2074
181,2449
181,739
182,33
182,435
182,1487
182,2102
182,839
182,1394
182,2163
183,299
183,125
183,92
183,772
183,1289
183,647
184,925
184,869
184,877
184,647
184,357
184,935
184,2176
184,43
184,510
185,787
185,123
185,128
185,2408
185,538
185,2409
185,223
185,435
185,245
185,274
185,1580
185,280
185,475
185,1767
185,1620
185,482
185,27
185,322
185,918
185,939
185,353
185,505
185,1571
185,1311
185,39
185,789
185,141
185,954
185,419
185,498
185,145
185,1348
185,2072
185,511
185,380
185,237
185,2116
185,1298
185,980
185,263
185,2076
185,523
185,1558
185,2179
185,493
185,1964
185,1630
186,1539
186,987
186,925
186,249
186,1289
186,286
186,1819
186,647
186,498
186,357
186,510
187,128
187,1148
188,1017
188,0
188,128
188,639
188,435
188,245
188,984
188,274
188,722
188,27
188,742
188,92
188,322
188,141
188,145
188,1549
188,694
188,2514
188,905
188,1151
188,739
188,1567
188,767
189,2206
189,0
189,869
189,1211
190,1017
190,564
190,33
190,2206
190,0
190,123
190,128
190,2408
190,299
190,883
190,157
190,1194
190,672
190,435
190,245
190,125
190,274
190,1078
190,1767
190,1148
190,1088
190,27
190,92
190,322
190,1702
190,919
190,353
190,505
190,772
190,2646
190,869
190,39
190,2058
190,583
190,1289
190,602
190,1043
190,882
190,839
190,498
190,2364
190,145
190,374
190,380
190,2155
190,811
190,191
190,263
190,905
190,2265
190,1301
190,1089
190,912
190,493
190,767
191,1017
191,33
191,1230
191,2249
191,128
191,29
191,608
191,87
191,538
191,639
191,1542
191,435
191,245
191,274
191,722
191,2583
191,1683
191,2467
191,141
191,286
191,1819
191,145
191,660
191,380
191,263
191,2449
191,523
191,1151
191,1567
192,564
192,33
192,92
192,604
192,2156
193,564
193,33
193,0
193,123
193,128
193,2407
193,1870
193,589
193,29
193,608
193,2686
193,2540
193,2140
193,639
193,672
193,1693
193,55
193,435
193,808
193,245
193,1670
193,453
193,987
193,722
193,2582
193,991
193,1088
193,742
193,92
193,484
193,1153
193,322
193,918
193,1702
193,1564
193,1902
193,922
193,772
193,2617
193,925
193,249
193,39
193,583
193,141
193,931
193,286
193,601
193,602
193,954
193,604
193,2697
193,480
193,1819
193,1050
193,1605
193,647
193,498
193,2364
193,145
193,357
193,660
193,662
193,2530
193,935
193,43
193,510
193,374
193,380
193,894
193,2156
193,2116
193,1789
193,2387
193,829
193,811
193,1379
193,1946
193,980
193,1837
193,263
193,2514
193,2536
193,2332
193,2368
193,1270
193,709
193,1990
193,905
193,1301
193,739
193,1089
193,2636
193,768
193,2163
193,2705
194,0
194,128
194,245
194,484
194,380
195,128
195,435
196,564
196,33
196,1521
196,608
196,883
196,639
196,157
196,1194
196,435
196,125
196,1983
196,1088
196,27
196,742
196,92
196,322
196,919
196,505
196,772
196,39
196,583
196,789
196,141
196,286
196,601
196,602
196,1043
196,839
196,935
196,510
196,263
196,694
196,1270
196,709
196,767
197,128
197,1521
197,883
197,2039
197,639
197,157
197,1353
197,1194
197,672
197,435
197,2707
197,453
197,1078
197,1404
197,1681
197,482
197,27
197,92
197,484
197,1702
197,772
197,2646
197,925
197,249
197,39
197,583
197,1289
197,2129
197,602
197,961
197,839
197,646
197,2364
197,145
197,510
197,374
197,380
197,2155
197,1298
197,263
197,1394
197,1558
197,905
197,2265
197,739
198,510
199,1580
199,2712
199,27
199,92
199,505
199,1348
199,2387
199,263
200,564
200,33
200,0
200,787
200,123
200,128
200,589
200,299
200,1876
200,2140
200,883
200,1353
200,2349
200,1194
200,672
200,435
200,808
200,245
200,1382
200,125
200,722
200,1148
200,1404
200,482
200,92
200,484
200,322
200,918
200,939
200,505
200,1571
200,922
200,772
200,925
200,249
200,39
200,2058
200,583
200,1289
200,789
200,141
200,286
200,877
200,602
200,2475
200,961
200,480
200,839
200,647
200,2364
200,145
200,1348
200,889
200,510
200,374
200,511
200,1789
200,191
200,263
200,1211
200,709
200,1394
200,905
200,2265
200,1151
200,422
200,767
200,768
200,1003
201,123
201,128
201,883
201,435
201,1580
201,1767
201,482
201,92
201,322
201,922
201,1820
201,1348
201,374
201,511
201,237
201,1298
201,1558
202,564
202,33
202,123
202,128
202,1518
202,608
202,883
202,87
202,157
202,1194
202,435
202,125
202,453
202,274
202,987
202,482
202,1088
202,27
202,92
202,1702
202,505
202,772
202,925
202,39
202,583
202,1289
202,789
202,931
202,286
202,602
202,480
202,646
202,498
202,2364
202,145
202,1348
202,357
202,660
202,935
202,510
202,374
202,380
202,894
202,191
202,263
202,523
202,912
202,422
202,1567
202,1964
203,128
203,608
203,538
203,55
203,1487
203,245
203,680
203,987
203,484
203,1270
203,1955
203,2636
204,0
204,1239
204,987
205,27
206,0
206,123
206,128
206,608
206,1539
206,245
206,280
206,92
206,484
206,660
206,662
206,510
